39.85960109 116.38025511
39.86020209 116.37956846
39.86195395 116.38105669
39.85960109 116.38025511
39.86020209 116.37956846
39.86195395 116.38105669
39.86144666 116.38555484
39.86390873 116.38373094
39.85991603 116.38058563
39.86542633 116.38565589
39.92257176 116.34713318
39.88790966 116.35292711
39.88738726 116.35718554
39.88520231 116.35810925
39.88473665 116.35800674
39.88774735 116.35382307
39.89713863 116.38855376
39.86052481 116.38071789
39.86622085 116.38222547
39.86651493 116.38855057
39.86518474 116.38612352
39.86496323 116.38622929
39.86062468 116.38055807
39.89173985 116.36865907
39.86619799 116.38811537
39.938607 116.34271456
39.9379031 116.3410018
39.86535229 116.3864767
39.9070092 116.43243885
39.86410484 116.39283098
39.86447943 116.38401723
39.88311672 116.44841102
39.90959484 116.39143044
39.91677562 116.39076024
39.91712926 116.39360834
39.92190779 116.3888786
39.9022676 116.38967928
39.90340995 116.39059384
39.90834141 116.47524577
40.43207672 116.55816827
40.43459369 116.55908309
40.43984324 116.56016127
40.43777933 116.56152208
40.43591473 116.56201577
40.43440336 116.56327327
40.43255404 116.56405431
40.43093561 116.56354595
40.43106322 116.5564992
40.07775935 116.52869906
39.98970604 116.39126414
39.98971185 116.39100467
39.98998437 116.39366188
39.86503312 116.38611375
39.8639218 116.39370314
39.88306724 116.44897182
39.88261704 116.41267768
39.88264784 116.41054959
39.88273892 116.40787146
39.88236093 116.40677706
39.88062187 116.40666135
39.87689627 116.40682526
39.8751973 116.40699101
39.88303394 116.4446277
39.87452128 116.45199804
39.87410929 116.45226033
39.87618419 116.44919011
39.87437651 116.45256966
39.87536313 116.45083626
39.8636757 116.38451661
39.85563104 116.38840367
39.87296198 116.4708136
39.87446391 116.47177309
39.87533113 116.4758337
39.8920599 116.47062589
39.909106 116.43424039
39.91264608 116.43051201
39.91500728 116.43722671
39.91454967 116.43805119
39.91341708 116.43691752
39.91231619 116.43634361
39.89971555 116.41280528
39.90293256 116.42204548
39.86357952 116.38173661
39.89542957 116.39191937
39.89724423 116.39182058
39.89904429 116.39263544
39.90259257 116.39193011
39.90543363 116.39192535
39.90671193 116.39286904
39.9077127 116.39090014
39.91075557 116.39106364
39.91442015 116.39107308
39.9168155 116.39042695
39.9182109 116.39016272
39.91757388 116.39367849
39.91907216 116.39405145
39.90158076 116.3935027
39.90178518 116.39248172
39.89904042 116.37798779
39.86108596 116.38069969
39.8634342 116.38163197
39.99016328 116.38783843
39.99199919 116.38737919
39.99305098 116.38632945
39.99083567 116.38547764
39.98978198 116.38435088
39.98931701 116.38208562
39.99158868 116.33003689
39.99150224 116.33154633
39.99139575 116.32829596
39.99762045 116.27644211
39.99675942 116.27453468
39.99672027 116.27311787
39.9926924 116.27442154
39.98942284 116.2729494
39.98958584 116.27166238
39.99689489 116.2737371
39.99643568 116.27607587
39.99113501 116.32960255
39.99122284 116.33146809
39.88220123 116.41076801
39.88217768 116.40747107
39.88206079 116.40637
39.87690917 116.40671365
39.87953359 116.40882155
39.88198241 116.41190128
39.89464691 116.39061581
39.86401665 116.39375735
39.90306161 116.42196412
39.86290141 116.38141924
39.86414197 116.38330433
39.8884185 116.35719132
39.86552393 116.38664471
39.8635269 116.38288353
39.86360889 116.38185872
39.90415931 116.36934466
39.86070004 116.37956779
39.86373147 116.3828164
39.86532809 116.38610141
39.93209345 116.44589036
39.93176265 116.44470063
39.93272501 116.43222432
39.89904638 116.37780927
39.86098873 116.38043711
39.86364788 116.38196322
39.86554285 116.38576385
39.86370867 116.39377525
39.92272402 116.47165771
39.86549179 116.38618764
39.85901648 116.38696863
39.86544393 116.38608094
39.86385231 116.38320772
39.94260422 116.32414697
39.94298145 116.32436786
39.89827267 116.39033656
39.86349192 116.39283763
39.89350791 116.36832531
39.89846695 116.3679474
39.9041063 116.36941205
39.86025648 116.38062853
39.92283448 116.47161891
